camp_id,Governorate,Community
camp_18636,Idleb,Radwa
camp_18637,Idleb,Khirbet al Kahtib
camp_18638,Idleb,Rabeeta
camp_18639,Idleb,Barisha
camp_18640,Idleb,Ras Elhisn
camp_18641,Idleb,Koknaya
camp_18642,Idleb,Sardin
camp_18643,Idleb,Htan
camp_18644,Idleb,Dier Seeta
camp_18645,Idleb,Meraf Elshalaf
camp_18646,Idleb,Boz Ghaz
camp_18647,Idleb,Biret Armanaz
camp_18648,Idleb,Kafr Takharim
camp_18649,Idleb,Al-Jouaniyah Farm (Maarat Misrin)
camp_18650,Idleb,Hafasraja
camp_18651,Idleb,Bayates
camp_18652,Idleb,Milis
camp_18653,Idleb,Bshmaron
camp_18654,Idleb,Kuwaro - Um Elriyah
camp_18655,Idleb,Kabta
camp_18656,Idleb,Baliya
camp_18657,Idleb,Al Gharraf
camp_18658,Idleb,Quneitra
camp_18659,Idleb,Abu Talha
camp_18660,Idleb,Al Refatia
camp_18661,Idleb,Kafarna
camp_18662,Idleb,Bozanti
camp_18663,Idleb,Faroukiyeh
camp_18664,Idleb,Shyukh
camp_18665,Idleb,Little Hir Jamus
camp_18666,Idleb,Jeser Maksour
camp_18667,Idleb,Tlul
camp_18668,Idleb,Hardana (Harim)
camp_18669,Idleb,Aqrabat
camp_18670,Idleb,Atma
camp_18671,Idleb,Qaysiyeh
camp_18672,Idleb,Mashta Al Ateq
camp_18673,Hama,Zayzun
camp_18674,Hama,Qastun
camp_18675,Idleb,Arzaghan Fawqani
camp_18676,Idleb,eyn albarda
camp_18677,Idleb,Badama
camp_18678,Idleb,Eastern Marj Akhdar
camp_18679,Idleb,Bteibat
camp_18680,Idleb,Tal Hamki
camp_18681,Idleb,Matleh - Batlaya
camp_18682,Idleb,Sokkariyeh
camp_18683,Idleb,Qulaia
camp_18684,Idleb,Bakdash Farm
camp_18685,Idleb,Muntar Tahtani
camp_18686,Idleb,Al Karnaza
camp_18687,Idleb,Ziyadiyeh
camp_18688,Idleb,Marj Elzohur
camp_18689,Idleb,Bales
camp_18690,Idleb,Ghassaniyeh
camp_18691,Idleb,Frikka al Abeed
camp_18692,Idleb,Ein Elsoda
camp_18693,Idleb,Qirmida
camp_18694,Idleb,Ghanya
camp_18695,Idleb,Ein Elhamra
camp_18696,Idleb,Sabileh
camp_18697,Idleb,Mintar
camp_18698,Idleb,Zoainieh
camp_18699,Idleb,Jannet Elqora
camp_18700,Idleb,Mazraet Al Haj Hammoud
camp_18701,Idleb,Tal Awar
camp_18702,Idleb,Eshtabraq
camp_18703,Idleb,Bkafla
camp_18704,Idleb,Al Areen - Kastanah Fawqan
camp_18705,Idleb,Ein El-Bayda
camp_18706,Idleb,Maraand
camp_18707,Idleb,Upper Shghur
camp_18708,Idleb,Sali
camp_18709,Idleb,Maalaqa - Bishlamon
camp_18710,Idleb,Ezz El-Din Farms
camp_18711,Idleb,Msheirfeh
camp_18712,Idleb,Watba
camp_18713,Idleb,Balmis
camp_18714,Idleb,Dgali
camp_18715,Idleb,Um Rish
camp_18716,Idleb,Jeb Alsafa
camp_18717,Idleb,Kniset Nakhleh
camp_18718,Idleb,Haj Nayef 
camp_18719,Idleb,Kafr Hind
camp_18720,Idleb,Tellemar
camp_18721,Idleb,Saidiyeh
camp_18722,Idleb,Betiya
camp_18723,Idleb,Hamra
camp_18724,Idleb,Hamziyeh
camp_18725,Idleb,Delbiya
camp_18726,Idleb,Aljib
camp_18727,Idleb,Msheirfeh
camp_18728,Idleb,Allani
camp_18729,Idleb,Al Magarah
camp_18730,Idleb,Jamiliya
camp_18731,Idleb,Amud
camp_18732,Idleb,Ramadiyeh
camp_18733,Idleb,Zanbaqi
camp_18734,Idleb,Mreimin
camp_18735,Idleb,Sadiyeh - Bsentiya
camp_18736,Idleb,Qanniyeh
camp_18737,Idleb,Hamama - Kafr Debbin
camp_18738,Idleb,Hassaniyeh - Hatya
camp_18739,Idleb,Mudiah - Luxin
camp_18740,Idleb,al-Baali'ah
camp_18741,Idleb,Al eamudia
camp_18742,Idleb,Sawadiya - Nabhan
camp_18743,Idleb,Ghafar
camp_18744,Idleb,Kharab Khalil
camp_18745,Idleb,Mazuleh
camp_18746,Idleb,Kharab Sultan
camp_18747,Idleb,Kharab Amer
camp_18748,Idleb,Alfauri
camp_18749,Idleb,Fasouq
camp_18750,Idleb,Foz - Zuf
camp_18751,Idleb,Nasra
camp_18752,Idleb,Janudiyeh
camp_18753,Idleb,Athar
camp_18754,Idleb,Qaderiyeh - Qayqun
camp_18755,Idleb,Maland
camp_18756,Idleb,Al Marjeh
camp_18757,Idleb,Mazraet Al Qadereh
camp_18758,Idleb,Yaqubiyeh
camp_18759,Idleb,Jdidet Eljisr
camp_18760,Idleb,Baksariya
camp_18761,Idleb,Shaturiyeh
camp_18762,Idleb,Armala
camp_18763,Idleb,Najiyeh
camp_18764,Idleb,Shekhep
camp_18765,Idleb,Kherbet Eljoz
camp_18766,Idleb,Badriyeh
camp_18767,Idleb,Al Hamia
camp_18768,Idleb,Hanbushiyeh
camp_18769,Idleb,Ramliyeh
camp_18770,Idleb,Dorriyeh
camp_18771,Idleb,Maarzaf
camp_18772,Idleb,Bab Ellah
camp_18773,Idleb,Nahliya
camp_18774,Idleb,Ma'ar Tab'i
camp_18775,Idleb,Kafrlata
camp_18776,Idleb,Maarbalit
camp_18777,Idleb,Orm Eljoz
camp_18778,Idleb,Bazabur
camp_18779,Idleb,Motaram
camp_18780,Idleb,Korin
camp_18781,Idleb,Ainata
camp_18782,Idleb,Kafraziba
camp_18783,Idleb,Kafr Haya
camp_18784,Idleb,Shinan
camp_18785,Idleb,Al-Assadiyah
camp_18786,Idleb,Berjhab
camp_18787,Idleb,Matleh Ariha
camp_18788,Idleb,Ebneh
camp_18789,Idleb,Sarja
camp_18790,Idleb,Jabal Bazah
camp_18791,Idleb,Rami
camp_18792,Idleb,Abkally
camp_18793,Idleb,Kafr Najd
camp_18794,Idleb,Mseibin
camp_18795,Idleb,Nahleh
camp_18796,Idleb,Bayt Sulum
camp_18797,Idleb,Marayan
camp_18798,Idleb,Arnaba
camp_18799,Idleb,Mozra
camp_18800,Idleb,Bsames
camp_18801,Idleb,Marata
camp_18802,Idleb,Farkya
camp_18803,Idleb,Northern Laj
camp_18804,Idleb,Sahen
camp_18805,Idleb,Kafrmid
camp_18806,Idleb,Baydar Shamsu
camp_18807,Idleb,Marj
camp_18808,Idleb,Bsanqul
camp_18809,Idleb,Baqlid
camp_18810,Idleb,Alyeh
camp_18811,Idleb,Hila Dam
camp_18812,Idleb,Jadraya
camp_18813,Idleb,Badriat Mhambal
camp_18814,Idleb,Qrsaya
camp_18815,Idleb,Sanghara
camp_18816,Idleb,Joseph
camp_18817,Idleb,Hmeimat
camp_18818,Idleb,Thaheriya
camp_18819,Idleb,Hila
camp_18820,Idleb,Beftamun
camp_18821,Idleb,Hlul
camp_18822,Idleb,Shagurit
camp_18823,Idleb,Al Iraqiyah
camp_18824,Idleb,Sararif
camp_18825,Idleb,Badriyeh
camp_18826,Idleb,Ariha
camp_18827,Idleb,Al-Qiyasat
camp_18828,Idleb,Bara
camp_18829,Idleb,Kafr Shalaya
camp_18830,Idleb,Maalali
camp_18831,Idleb,Balyun
camp_18832,Idleb,Deir Sunbul
camp_18833,Idleb,Balshun
camp_18834,Idleb,Maghara
camp_18835,Idleb,Abdita
camp_18836,Idleb,Ablin
camp_18837,Idleb,Zahraa - Kherbet Amud
camp_18838,Idleb,Al wastani
camp_18839,Idleb,Al-Hafriya
camp_18840,Idleb,Sheikh Issa Elashury
camp_18841,Idleb,Andnaniyeh - Farjein
camp_18842,Idleb,Alshamra
camp_18843,Idleb,Magharet Jamous
camp_18844,Idleb,Kharab zarqa
camp_18845,Idleb,Ghazala - Mgheidleh
camp_18846,Idleb,Turin
camp_18847,Idleb,Thahr
camp_18848,Idleb,Bzeit
camp_18849,Idleb,Western Marj Akhdar
camp_18850,Idleb,Salqin
camp_18851,Idleb,Al Mokbelah
camp_18852,Idleb,Ma'arrat Tamasrin
camp_18853,Idleb,Zarzur
camp_18854,Idleb,Bsheiriyeh - Bello
camp_18855,Idleb,Hazano
camp_18856,Idleb,Ehsem
camp_18857,Idleb,Darkosh
camp_18858,Idleb,Jisr-Ash-Shugur
camp_18859,Aleppo,Shweihet Kheznawi
camp_18860,Aleppo,Big Osajli
camp_18861,Aleppo,Bir Quraa
camp_18862,Aleppo,Qanat Elghrra
camp_18863,Aleppo,Omriyeh
camp_18864,Aleppo,Big Kaber - Big Kaberjeh
camp_18865,Aleppo,Little Mohtaraq
camp_18866,Aleppo,Um Jern Manbaj
camp_18867,Aleppo,Jeb Elkajli
camp_18868,Aleppo,Little Ghorra
camp_18869,Aleppo,Moruh Manbaj
camp_18870,Aleppo,Qabab Bonyeh - Qarajleh
camp_18871,Aleppo,Middle Majra
camp_18872,Aleppo,Biret Manbaj
camp_18873,Aleppo,Khirbet Ayyoush
camp_18874,Aleppo,Al Sarb
camp_18875,Aleppo,Qokhar
camp_18876,Aleppo,Kherbet Khaled
camp_18877,Aleppo,Little Jern
camp_18878,Aleppo,Big Jern
camp_18879,Aleppo,Farat
camp_18880,Aleppo,Big Jeb Elkalb
camp_18881,Aleppo,Big Kharufiyeh
camp_18882,Aleppo,Upper Majra
camp_18883,Aleppo,Btoshiyet Manbaj
camp_18884,Aleppo,Abu Qalqal
camp_18885,Aleppo,Tal Yasti
camp_18886,Aleppo,Jeb Elthor - Akrash
camp_18887,Aleppo,Sheikh Yehya
camp_18888,Aleppo,Hamduniyeh
camp_18889,Aleppo,Ein Elnakhil
camp_18890,Aleppo,Little Hayyeh
camp_18891,Aleppo,Little Kaber - Little Kaberjeh
camp_18892,Aleppo,Um Elsateh
camp_18893,Aleppo,Little Osajli
camp_18894,Ar-Raqqa,Tal Othman
camp_18895,Aleppo,Khirfan
camp_18896,Aleppo,Um Myal Jafatlak
camp_18897,Aleppo,Big Mohtaraq
camp_18898,Aleppo,Um Adase Near Manbaj
camp_18899,Aleppo,Mankubeh
camp_18900,Aleppo,Sultahiyeh
camp_18901,Aleppo,Jeb Elarus
camp_18902,Aleppo,Shraqi \ Qarah Shuki
camp_18903,Aleppo,Karsan
camp_18904,Aleppo,Tal Akhdar
camp_18905,Aleppo,Little Kharufiyeh
camp_18906,Aleppo,Um Elsafa
camp_18907,Aleppo,Little Madneh
camp_18908,Aleppo,Big Madneh
camp_18909,Aleppo,Labda - Milo Yran
camp_18910,Aleppo,Saidiyeh
camp_18911,Aleppo,Big Ghorra
camp_18912,Aleppo,Rasm Elmashrafeh
camp_18913,Aleppo,Khishfet Um Adaseh
camp_18914,Aleppo,Jeifiyet Elmashi
camp_18915,Aleppo,Himar Labda
camp_18916,Aleppo,Muqbilet Elbireh
camp_18917,Aleppo,Big Hayyeh
camp_18918,Aleppo,Rasm Elakhdar
camp_18919,Aleppo,Toq Elkhalil
camp_18920,Aleppo,Little Arbaa
camp_18921,Aleppo,Hudhud
camp_18922,Ar-Raqqa,Ajajiyeh
camp_18923,Aleppo,Sghireh
camp_18924,Aleppo,Abu Mandil
camp_18925,Aleppo,Nawaja
camp_18926,Aleppo,Saan Elghazal - Buz Kij
camp_18927,Aleppo,Kherbet Elsawda Manbaj
camp_18928,Aleppo,Kherbet Elsheyab
camp_18929,Aleppo,Qanat Shekh Tabbash
camp_18930,Aleppo,Kherbet Massi
camp_18931,Aleppo,Madinet Sad Tishrine
camp_18932,Aleppo,Little Fors
camp_18933,Aleppo,Sakawiyeh
camp_18934,Aleppo,Kherbet Bashar
camp_18935,Aleppo,Jeb Hamza
camp_18936,Aleppo,Northern Qana
camp_18937,Aleppo,Jdidet Faras
camp_18938,Aleppo,Kherbet Tweini
camp_18939,Aleppo,Nmuqbilet Hassan Agha
camp_18940,Aleppo,Southern Tal Arish
camp_18941,Aleppo,Big Fors
camp_18942,Aleppo,Qanaqebli
camp_18943,Aleppo,Jeb Hassan Agha
camp_18944,Aleppo,Om Adas Fars
camp_18945,Aleppo,Noaimeh
camp_18946,Aleppo,Jeb Elbashama
camp_18947,Aleppo,Qeshlet Yusef Basha
camp_18948,Aleppo,Khofiyet Abu Qalqal
camp_18949,Aleppo,Kherbet Zamala
camp_18950,Aleppo,Kherbet Elrus
camp_18951,Aleppo,Walia - Akirdali
camp_18952,Aleppo,Kherbet Elashra
camp_18953,Aleppo,Lower Qana
camp_18954,Aleppo,Shjif Dahabiyeh
camp_18955,Aleppo,Naqut
camp_18956,Aleppo,Jeb Nahid
camp_18957,Aleppo,Middle Warideh
camp_18958,Aleppo,Um Jalal
camp_18959,Aleppo,Lower Majra
camp_18960,Aleppo,Miloyran
camp_18961,Aleppo,Sarin
camp_18962,Aleppo,Tal Hajib
camp_18963,Aleppo,Jalabiyeh
camp_18964,Aleppo,Ghassaniyeh - Qorret Halanj
camp_18965,Aleppo,Big Salama - Big Danquz
camp_18966,Aleppo,Jumharran
camp_18967,Aleppo,Minas
camp_18968,Aleppo,Kharab Nas
camp_18969,Aleppo,Mazraet Elamud
camp_18970,Aleppo,Sharan
camp_18971,Aleppo,Upper Beith Lehem - Etweiran
camp_18972,Aleppo,Kalmad
camp_18973,Aleppo,Firazdaq - Arsalan Tash
camp_18974,Aleppo,Zarzori
camp_18975,Aleppo,Nabaa - Korbinar
camp_18976,Aleppo,Kawkajat
camp_18977,Aleppo,Tal Rafei
camp_18978,Aleppo,Jeb Eltawil
camp_18979,Aleppo,Hizeh
camp_18980,Aleppo,Qanat Ash Sheikh \ Haj Abdin
camp_18981,Aleppo,Little Quraa
camp_18982,Aleppo,Anzawiyeh Manbaj
camp_18983,Aleppo,Big Kamit - Big Kojeh Kamit
camp_18984,Aleppo,Khodan
camp_18985,Aleppo,Kherbet Eljamal
camp_18986,Aleppo,Eastern Shallal - Eastern Jokhar
camp_18987,Aleppo,Bir Obedo - Bir Abdel Rahman
camp_18988,Aleppo,Safriyeh
camp_18989,Aleppo,Kreidan
camp_18990,Aleppo,Mazghana
camp_18991,Aleppo,Khan Mamid - Khan Mohammed
camp_18992,Aleppo,Darfatli
camp_18993,Aleppo,Dbsiyeh
camp_18994,Aleppo,Mweileh
camp_18995,Aleppo,Hafyan
camp_18996,Aleppo,Saharij Eljabal
camp_18997,Aleppo,Qasaq
camp_18998,Aleppo,Sayyeda Khatuniyeh
camp_18999,Aleppo,Sfit
camp_19000,Aleppo,Bab Elhadid - Damer Qabusi
camp_19001,Aleppo,Siyaha - Western Saykul
camp_19002,Aleppo,Qasf Qibli
camp_19003,Aleppo,Jil Jilak
camp_19004,Aleppo,Bir Omar
camp_19005,Aleppo,Upper Tal Hajar
camp_19006,Aleppo,Shoruq - Holaqi
camp_19007,Aleppo,Tahtik Tahtani
camp_19008,Aleppo,Hamdun
camp_19009,Aleppo,Bir Eldam
camp_19010,Aleppo,Shuhada
camp_19011,Aleppo,Milheh
camp_19012,Aleppo,Haql - Bujaq
camp_19013,Aleppo,Jableh - Berdag
camp_19014,Aleppo,Ain Al Arab
camp_19015,Aleppo,Joban - Sheikh Joban
camp_19016,Aleppo,Makhraj
camp_19017,Aleppo,Qerat Mazraa
camp_19018,Aleppo,Kharab Elasheq - Kharab Ishq
camp_19019,Aleppo,Hbab - Yadi Qawi
camp_19020,Aleppo,Jorat - Jor Tank
camp_19021,Deir-ez-Zor,Hawayej Bumasaa
camp_19022,Al-Hasakeh,M'eishiyeh (ne)
camp_19023,Al-Hasakeh,Rafraf
camp_19024,Al-Hasakeh,Al Mufti (ne)
camp_19025,Al-Hasakeh,Rojhilat
camp_19026,Al-Hasakeh,Mahd Elrijleh
camp_19027,Al-Hasakeh,Um Qasir Almjarjaa
camp_19028,Al-Hasakeh,Kherbet Elias
camp_19029,Al-Hasakeh,tall al Khider
camp_19030,Al-Hasakeh,Al Khabour (ne)
camp_19031,Al-Hasakeh,Rashidiyah
camp_19032,Al-Hasakeh,Shaddadah
camp_19033,Deir-ez-Zor,Hssein
camp_19034,Deir-ez-Zor,Sur
camp_19035,Al-Hasakeh,Buwaydah
camp_19036,Al-Hasakeh,Al Gazal (ne)
camp_19037,Al-Hasakeh,Tal Majdal
camp_19038,Al-Hasakeh,Rumaylan
camp_19039,Al-Hasakeh,Industrial (ne)
camp_19040,Al-Hasakeh,Baytara (ne)
camp_19041,Al-Hasakeh,Tawk Al-Milh
camp_19042,Al-Hasakeh,Al-Hamr
camp_19043,Al-Hasakeh,Salhiyeh - Al-Hasakeh (ne)
camp_19044,Al-Hasakeh,Markada
camp_19045,Al-Hasakeh,Mafraq Siddiq
camp_19046,Al-Hasakeh,Zaydiyeh Hasskeh
camp_19047,Al-Hasakeh,Um Eldibis Elhiskeh
camp_19048,Al-Hasakeh,Forty Seven
camp_19049,Al-Hasakeh,Al Lailia (ne)
camp_19050,Al-Hasakeh,16 Tashreen (ne)
camp_19051,Al-Hasakeh,Al Kallasa (ne)
camp_19052,Al-Hasakeh,Safya
camp_19053,Al-Hasakeh,Areesheh
camp_19054,Al-Hasakeh,Al Askari (ne)
camp_19055,Al-Hasakeh,Qosour - Al-Hasakeh (ne)
camp_19056,Al-Hasakeh,Al Dhiyabah
camp_19057,Al-Hasakeh,Msheirfeh (ne)
camp_19058,Al-Hasakeh,Tal Za'tar
camp_19059,Al-Hasakeh,Tweineh
camp_19060,Al-Hasakeh,Al Mashtal (ne)
camp_19061,Al-Hasakeh,Al Rusafa (ne)
camp_19062,Al-Hasakeh,Abo Amsha (ne)
camp_19063,Al-Hasakeh,Western Rashidiyeh
camp_19064,Al-Hasakeh,Al Villat (ne)
camp_19065,Al-Hasakeh,Al Madina Al Riyadia (ne)
camp_19066,Al-Hasakeh,Al Mushirfah
camp_19067,Al-Hasakeh,Tal Khalif
camp_19068,Al-Hasakeh,Al Watani (ne)
camp_19069,Al-Hasakeh,Salaliyeh
camp_19070,Al-Hasakeh,Tal Tawel
camp_19071,Al-Hasakeh,Al Thawra (ne)
camp_19072,Al-Hasakeh,Al Zouhour (ne)
camp_19073,Al-Hasakeh,Al-Khamayl
camp_19074,Al-Hasakeh,Tal Hajar (ne)
camp_19075,Al-Hasakeh,Tall Sakhr
camp_19076,Al-Hasakeh,Hdadiyeh
camp_19077,Al-Hasakeh,Al Msaken (ne)
camp_19078,Al-Hasakeh,Qaber Amer
camp_19079,Al-Hasakeh,Gharb
camp_19080,Al-Hasakeh,Al Tala'e' (ne)
camp_19081,Al-Hasakeh,Um Elmilh
camp_19082,Al-Hasakeh,Al Wasati (ne)
camp_19083,Al-Hasakeh,Khashman (ne)
camp_19084,Al-Hasakeh,Hejiyeh
camp_19085,Al-Hasakeh,Um Madfaa
camp_19086,Al-Hasakeh,Khirbet el B'ir
camp_19087,Al-Hasakeh,Al Takadom (ne)
camp_19088,Al-Hasakeh,Rujm Sirran
camp_19089,Al-Hasakeh,Rumaylan
camp_19090,Al-Hasakeh,Um Azer
camp_19091,Al-Hasakeh,Switiya
camp_19092,Al-Hasakeh,Al-Hajla
camp_19093,Al-Hasakeh,Abu Roj
camp_19094,Al-Hasakeh,Fakka
camp_19095,Al-Hasakeh,Salah al Hawash
camp_19096,Al-Hasakeh,Ba'jah Sharqiyah
camp_19097,Al-Hasakeh,Al Basna
camp_19098,Al-Hasakeh,Jirmaz
camp_19099,Al-Hasakeh,Majlub
camp_19100,Al-Hasakeh,Umm Hajar
camp_19101,Al-Hasakeh,Al 'Aloss
camp_19102,Al-Hasakeh,Al Faras
camp_19103,Al-Hasakeh,Bajdali
camp_19104,Al-Hasakeh,Karaja
camp_19105,Al-Hasakeh,Western Henna
camp_19106,Al-Hasakeh,Alhamraa
camp_19107,Al-Hasakeh,Adla
camp_19108,Al-Hasakeh,Tarnabet Elrafee
camp_19109,Al-Hasakeh,Saadah
camp_19110,Al-Hasakeh,Jana
camp_19111,Al-Hasakeh,Dashisha
camp_19112,Al-Hasakeh,Tal Ahmar
camp_19113,Al-Hasakeh,Hamadaniyeh
camp_19114,Al-Hasakeh,Ramlan Sharqi
camp_19115,Al-Hasakeh,Mayslon
camp_19116,Al-Hasakeh,Hay Antreyeh
camp_19117,Al-Hasakeh,Hay Al Mahata
camp_19118,Al-Hasakeh,Khaled
camp_19119,Al-Hasakeh,Abu Rasin Quamishli
camp_19120,Al-Hasakeh,Tanuriyeh
camp_19121,Al-Hasakeh,Amuda
camp_19122,Al-Hasakeh,Hay Hilaliyah
camp_19123,Al-Hasakeh,Hai Al-Qusoor
camp_19124,Al-Hasakeh,Tal Hmis
camp_19125,Al-Hasakeh,Qahtaniyyeh
camp_19126,Al-Hasakeh,Halku
camp_19127,Al-Hasakeh,Tal Sheer Quamishli
camp_19128,Al-Hasakeh,Mashad
camp_19129,Al-Hasakeh,Hai Al-Bashiriyah
camp_19130,Al-Hasakeh,Al- Hai Al-Gharbi
camp_19131,Al-Hasakeh,Tal Maaruf
camp_19132,Al-Hasakeh,Hay Kournish
camp_19133,Al-Hasakeh,Haram Hassan
camp_19134,Al-Hasakeh,Allayah
camp_19135,Al-Hasakeh,Maabada
camp_19136,Al-Hasakeh,Barku Tahtani
camp_19137,Al-Hasakeh,Arbawiyah
camp_19138,Al-Hasakeh,Al Msaref
camp_19139,Al-Hasakeh,Ya'robiyah
camp_19140,Al-Hasakeh,Hai Al-Shuriyah
camp_19141,Al-Hasakeh,Hatemiyeh
camp_19142,Al-Hasakeh,Upper Barku
camp_19143,Al-Hasakeh,Al Muzafeen
camp_19144,Al-Hasakeh,Tal Ziwan
camp_19145,Al-Hasakeh,Al Seahee
camp_19146,Al-Hasakeh,Hay Qanat Alsouys
camp_19147,Al-Hasakeh,Himo
camp_19148,Al-Hasakeh,Um Elfursan
camp_19149,Al-Hasakeh,Nekel Al Baree
camp_19150,Al-Hasakeh,Darbasiyah
camp_19151,Al-Hasakeh,Naqara
camp_19152,Al-Hasakeh,Al Khaleege
camp_19153,Al-Hasakeh,Hay Qudourbak
camp_19154,Al-Hasakeh,Sadiyeh
camp_19155,Al-Hasakeh,Jorhariyeh
camp_19156,Al-Hasakeh,Jaberiyeh Amudeh
camp_19157,Al-Hasakeh,Gundor
camp_19158,Al-Hasakeh,Bahira
camp_19159,Al-Hasakeh,Western Raya
camp_19160,Al-Hasakeh,Rayat Elkhalil
camp_19161,Al-Hasakeh,Sardaq
camp_19162,Al-Hasakeh,Tal Khanzir
camp_19163,Al-Hasakeh,Tal Habash
camp_19164,Al-Hasakeh,Um Rabee
camp_19165,Al-Hasakeh,Dar
camp_19166,Al-Hasakeh,Manathra
camp_19167,Al-Hasakeh,Shil
camp_19168,Al-Hasakeh,Kherbet Elthibeh Qahtaiyeh
camp_19169,Al-Hasakeh,Tal Sheer Qahtaniyeh
camp_19170,Al-Hasakeh,Al-Ahsaa
camp_19171,Al-Hasakeh,Upper Rmeilan
camp_19172,Al-Hasakeh,Saideh
camp_19173,Al-Hasakeh,Jneidiyeh
camp_19174,Al-Hasakeh,Khan Eljabal
camp_19175,Al-Hasakeh,Tal Elsedeq
camp_19176,Al-Hasakeh,Hassaniyeh
camp_19177,Al-Hasakeh,Hamam
camp_19178,Al-Hasakeh,Sehiyeh
camp_19179,Al-Hasakeh,Jawadiyah
camp_19180,Al-Hasakeh,Tal Elfukhar
camp_19181,Al-Hasakeh,Yusefiyeh
camp_19182,Al-Hasakeh,Al-Hadi
camp_19183,Al-Hasakeh,Beit Hannun
camp_19184,Al-Hasakeh,Tal Mashan
camp_19185,Al-Hasakeh,Tal Dweim
camp_19186,Al-Hasakeh,Mustafawiyeh
camp_19187,Al-Hasakeh,Tlin
camp_19188,Al-Hasakeh,Kharab Bonyan
camp_19189,Al-Hasakeh,Lower Rmeilan
camp_19190,Al-Hasakeh,Mostariha
camp_19191,Al-Hasakeh,Krefati
camp_19192,Al-Hasakeh,Tubiyeh
camp_19193,Al-Hasakeh,Abu Obaida
camp_19194,Al-Hasakeh,Shabak
camp_19195,Al-Hasakeh,Unaizee
camp_19196,Al-Hasakeh,Bab Elhadid
camp_19197,Al-Hasakeh,Lower Um Kheif
camp_19198,Al-Hasakeh,Second Tal Elo
camp_19199,Al-Hasakeh,Marzuqa
camp_19200,Al-Hasakeh,Mas'adat Al-Yarobeyeh
camp_19201,Al-Hasakeh,Deir Elghosn
camp_19202,Al-Hasakeh,Hamra
camp_19203,Al-Hasakeh,Sleiman Sari
camp_19204,Al-Hasakeh,Southern Khas
camp_19205,Al-Hasakeh,Dakuk
camp_19206,Al-Hasakeh,Khwetlah
camp_19207,Al-Hasakeh,Abu Kala
camp_19208,Al-Hasakeh,Musherfeh
camp_19209,Al-Hasakeh,Tall al-Shur al-Sharqi
camp_19210,Al-Hasakeh,Khazneh
camp_19211,Al-Hasakeh,Thahr El Arab
camp_19212,Al-Hasakeh,Khatuna
camp_19213,Al-Hasakeh,Jatal
camp_19214,Al-Hasakeh,Seker Foqani
camp_19215,Al-Hasakeh,Qayrawan
camp_19216,Al-Hasakeh,Sybriyka
camp_19217,Al-Hasakeh,Ghanamiyah
camp_19218,Al-Hasakeh,Dabash
camp_19219,Al-Hasakeh,Tal Aylul
camp_19220,Al-Hasakeh,Bsheiriyeh
camp_19221,Al-Hasakeh,Birkiniz
camp_19222,Al-Hasakeh,Mishraq
camp_19223,Al-Hasakeh,Kerbetili
camp_19224,Al-Hasakeh,Tal Tishrine
camp_19225,Al-Hasakeh,Al-Bakow
camp_19226,Al-Hasakeh,Qarmaniyeh
camp_19227,Al-Hasakeh,Harshawiyeh
camp_19228,Al-Hasakeh,Western Alia
camp_19229,Deir-ez-Zor,Kouniko
camp_19230,Deir-ez-Zor,Moezleh
camp_19231,Deir-ez-Zor,Adman
camp_19232,Deir-ez-Zor,Julet El Gur
camp_19233,Deir-ez-Zor,Lower Safira
camp_19234,Deir-ez-Zor,Shaqra
camp_19235,Deir-ez-Zor,Jazaret Elbuhmeid
camp_19236,Deir-ez-Zor,Harmushiyeh
camp_19237,Deir-ez-Zor,Hawayej Thyab Jazira
camp_19238,Deir-ez-Zor,Hreijiyeh
camp_19239,Deir-ez-Zor,Hejneh
camp_19240,Deir-ez-Zor,Sabha
camp_19241,Deir-ez-Zor,Tuwamiyeh
camp_19242,Deir-ez-Zor,Zir
camp_19243,Deir-ez-Zor,Mashekh
camp_19244,Deir-ez-Zor,Sokkar
camp_19245,Deir-ez-Zor,Breiha
camp_19246,Deir-ez-Zor,Hilweh
camp_19247,Deir-ez-Zor,Al hurayzah
camp_19248,Deir-ez-Zor,At-Tkehi
camp_19249,Deir-ez-Zor,Dahleh
camp_19250,Deir-ez-Zor,Tib Elfal
camp_19251,Deir-ez-Zor,Thiban
camp_19252,Deir-ez-Zor,Kassar
camp_19253,Deir-ez-Zor,Daman
camp_19254,Deir-ez-Zor,Barsham
camp_19255,Deir-ez-Zor,Eastern Jarda
camp_19256,Deir-ez-Zor,Basira
camp_19257,Deir-ez-Zor,Jdidet Bikara
camp_19258,Deir-ez-Zor,Hreiji
camp_19259,Deir-ez-Zor,Hawayej
camp_19260,Deir-ez-Zor,Jdid Ekeidat
camp_19261,Deir-ez-Zor,Joif
camp_19262,Deir-ez-Zor,Abul Nitel
camp_19263,Deir-ez-Zor,Upper Safira
camp_19264,Deir-ez-Zor,Zghir Jazireh
camp_19265,Deir-ez-Zor,Kobar
camp_19266,Deir-ez-Zor,Mhemideh
camp_19267,Deir-ez-Zor,Ali
camp_19268,Deir-ez-Zor,Shate
camp_19269,Deir-ez-Zor,Jazaret Milaj
camp_19270,Deir-ez-Zor,Maisheh
camp_19271,Deir-ez-Zor,Elhisan
camp_19272,Deir-ez-Zor,Sawa
camp_19273,Deir-ez-Zor,Jneineh
camp_19274,Deir-ez-Zor,Jiah
camp_19275,Deir-ez-Zor,Eastern Gharibeh
