camp_id,Governorate,Community
camp_624,Aleppo,Hozan
camp_625,Aleppo,Freiriyeh
camp_626,Aleppo,Koran Jandris
camp_627,Aleppo,Khureibah/Qurbe
camp_628,Aleppo,Baflur
camp_629,Aleppo,Eastern Eshkan
camp_630,Aleppo,Hmlak-Hmelek
camp_631,Aleppo,Kordan
camp_632,Aleppo,Tatara-Tataranli
camp_633,Aleppo,Sheikh El-Hadid
camp_634,Aleppo,Zanda
camp_635,Aleppo,Kafr Safra
camp_636,Aleppo,Haji Hasanli
camp_637,Aleppo,Lower Kafardali
camp_638,Aleppo,Lower-Marwana
camp_639,Aleppo,Maghar - Maghar Jeq
camp_640,Aleppo,Jum Afrin
camp_641,Aleppo,Janjaleh
camp_642,Aleppo,Hajman
camp_643,Aleppo,Qalam - Bandrak
camp_644,Aleppo,Murtafiah
camp_645,Aleppo,Jeb Eldam Elbab
camp_646,Aleppo,Su Sinbat
camp_647,Aleppo,Shaikh Naser
camp_648,Aleppo,Saflaniyeh
camp_649,Aleppo,Kundurli
camp_650,Aleppo,Qazam - Qesset Jak
camp_651,Aleppo,Tat Hims
camp_652,Aleppo,Um Elthadaya Mamli
camp_653,Aleppo,Zalaf
camp_654,Aleppo,Sandara
camp_655,Aleppo,Tal Battal
camp_656,Aleppo,Sheikh Jarrah
camp_657,Aleppo,Silsileh
camp_658,Aleppo,Tal Sheer Aazaz
camp_659,Aleppo,Borj
camp_660,Aleppo,Sandi
camp_661,Aleppo,Tal Mizab
camp_662,Aleppo,Tal Ahmar
camp_663,Aleppo,Bazji
camp_664,Aleppo,Khirbet Bashir
camp_665,Aleppo,Eastern Tal Battal
camp_666,Aleppo,Western Tal Aar
camp_667,Aleppo,Tal Atieh
camp_668,Aleppo,Zyaret Elbab
camp_669,Aleppo,Eastern Tal Aar
camp_670,Aleppo,Shabanyiha
camp_671,Aleppo,Misannah Bab
camp_672,Aleppo,Kaeebeh
camp_673,Aleppo,Jeb El-barazi
camp_674,Aleppo,Zamka
camp_675,Aleppo,Big Hallubi
camp_676,Aleppo,Little Hallubi
camp_677,Aleppo,Tal Elthaaleb - Sheikh Jqali
camp_678,Aleppo,Alwardya
camp_679,Aleppo,Sahuljuk
camp_680,Aleppo,Mazineh - Aranda
camp_681,Aleppo,Anqala
camp_682,Aleppo,Sheikh Khalil
camp_683,Aleppo,Gumazanli
camp_684,Aleppo,Khazafiyeh - Qorret Matlaq
camp_685,Aleppo,Jainka
camp_686,Aleppo,Taqiyeh - Kamrash
camp_687,Aleppo,Shankal
camp_688,Aleppo,Talleh - Zarkani
camp_689,Aleppo,Little Siwan - Little Jaqmaq
camp_690,Aleppo,Haj Khalil
camp_691,Aleppo,Maamel - Oshagi
camp_692,Aleppo,Omar - Omar Oshaghi
camp_693,Aleppo,Dawdaw
camp_694,Aleppo,Halil - Holilo
camp_695,Aleppo,Omsiya - Donbaly
camp_696,Aleppo,Batra
camp_697,Aleppo,Atman
camp_698,Aleppo,Raee - Jobanli
camp_699,Aleppo,Karri
camp_700,Aleppo,Hjeij - Haji Kanli
camp_701,Aleppo,Ser - Sarnjak
camp_702,Aleppo,Little Dib
camp_703,Aleppo,Marsawa
camp_704,Aleppo,Jiman
camp_705,Aleppo,Dama - Ayki Dam
camp_706,Aleppo,Mhabbaba - Naz Oshaghi
camp_707,Aleppo,Qastal
camp_708,Aleppo,Zaytuneh
camp_709,Aleppo,Doraq
camp_710,Aleppo,Ali Bazan
camp_711,Aleppo,Muarset Khateeb
camp_712,Aleppo,Kafrmeez
camp_713,Aleppo,Omariyeh Afrin
camp_714,Aleppo,Basuta
camp_715,Aleppo,Burj Abdallah
camp_716,Aleppo,Al Jumaliyah
camp_717,Aleppo,Tellef
camp_718,Aleppo,Deir Hasan
camp_719,Aleppo,Ghazawiyet Afrin
camp_720,Aleppo,Kawkabeh
camp_721,Aleppo,Ras Ahmar
camp_722,Aleppo,Raju
camp_723,Aleppo,Bablit
camp_724,Aleppo,Shawarghet Eljoz
camp_725,Aleppo,Abla
camp_726,Aleppo,Wash
camp_727,Aleppo,Talatayna 
camp_728,Aleppo,Mezraat Shahin
camp_729,Aleppo,Khalfatli
camp_730,Aleppo,Jakkeh
camp_731,Aleppo,Mreigel
camp_732,Aleppo,Kafr Ghan
camp_733,Aleppo,Upper Um Rotha
camp_734,Aleppo,Dulaym
camp_735,Aleppo,Dabis
camp_736,Aleppo,Tal Elamara
camp_737,Aleppo,Lower Jrables
camp_738,Aleppo,Al Muwass
camp_739,Aleppo,Thahr Elmaghayer
camp_740,Aleppo,Treikhem
camp_741,Aleppo,Maghayer - Qorq Mghar
camp_742,Aleppo,Hjeileh - Jrables
camp_743,Aleppo,Himar
camp_744,Aleppo,Qandariya
camp_745,Aleppo,Marma Elhajar
camp_746,Aleppo,Mahsana - Mahsanli
camp_747,Aleppo,Zoghra
camp_748,Aleppo,Bablan
camp_749,Aleppo,Jamel
camp_750,Aleppo,Jarablus
camp_751,Aleppo,Yusef Elbeik
camp_752,Aleppo,Big Majra
camp_753,Aleppo,Tall Shair
camp_754,Aleppo,Mazaalah
camp_755,Aleppo,Upper Bir
camp_756,Aleppo,Halawaniyeh
camp_757,Aleppo,Sreisat
camp_758,Aleppo,Ayn Al Bayda
camp_759,Aleppo,Lower Um Rotha
camp_760,Aleppo,Qirata
camp_761,Aleppo,Jubb Al-Kusa
camp_762,Aleppo,Hadra - Big Baldaq
camp_763,Aleppo,Jat
camp_764,Aleppo,Ashur
camp_765,Aleppo,Anbar
camp_766,Aleppo,Jazruniyeh
camp_767,Aleppo,Bermaja
camp_768,Aleppo,Sherkan - Sherkanli
camp_769,Aleppo,Haj Qassem
camp_770,Aleppo,Abraz
camp_771,Aleppo,Zayzafun - Ekdeh
camp_772,Aleppo,Shmarekh
camp_773,Aleppo,Talil Elsham
camp_774,Aleppo,Jarez
camp_775,Aleppo,Kafr Kalbein
camp_776,Aleppo,Judaydah Ma'arin
camp_777,Aleppo,Ferziyeh
camp_778,Aleppo,Turkman Bareh
camp_779,Aleppo,Kafr Janna
camp_780,Aleppo,Maarin
camp_781,Aleppo,Nayara
camp_782,Aleppo,Mare'
camp_783,Aleppo,Sijraz
camp_784,Aleppo,Krum
camp_785,Aleppo,Yahmul
camp_786,Aleppo,Al-Sheikh Rih
camp_787,Aleppo,Shamarin
camp_788,Aleppo,Qara Kubri
camp_789,Aleppo,Kaljibrin
camp_790,Aleppo,Niddeh
camp_791,Aleppo,Khirbet tall Shair
camp_792,Aleppo,Kardish
camp_793,Aleppo,Ahmadiyha
camp_794,Aleppo,Ghoz
camp_795,Aleppo,Bayada - Aq Burhan
camp_796,Aleppo,Shdud
camp_797,Aleppo,Zayadiyeh
camp_798,Aleppo,Qorra Mazraa
camp_799,Aleppo,Qabtan
camp_800,Aleppo,Ghaytun
camp_801,Aleppo,Tatiyeh
camp_802,Aleppo,Hiwar Kalas
camp_803,Aleppo,Touqi
camp_804,Aleppo,Dweibeq
camp_805,Aleppo,Qazal
camp_806,Aleppo,Rael
camp_807,Aleppo,Shweirin
camp_808,Aleppo,Oweilin
camp_809,Aleppo,Talat al-Beyda (Boz Dabah)
camp_810,Aleppo,Gheilaniyeh
camp_811,Aleppo,Bhorta
camp_812,Aleppo,Dweidan
camp_813,Aleppo,Aziziyeh
camp_814,Aleppo,Al-Kamaliya
camp_815,Aleppo,Al Salihiyah Maree
camp_816,Aleppo,Bgheidine
camp_817,Aleppo,Ein Elosud
camp_818,Aleppo,Hiwar Elnahr
camp_819,Aleppo,Ghorur
camp_820,Aleppo,Tlaline
camp_821,Aleppo,Sandaf
camp_822,Aleppo,Tal Maled
camp_823,Aleppo,Asanbal
camp_824,Aleppo,Eyoun
camp_825,Aleppo,Kafr Elward
camp_826,Aleppo,Tuwainiyah
camp_827,Aleppo,Alsayed Ali
camp_828,Aleppo,Baraghideh
camp_829,Aleppo,Tall Husson
camp_830,Aleppo,Al-Maraa Al-Sawda
camp_831,Aleppo,Kafr Barja
camp_832,Aleppo,Yarobiyeh
camp_833,Aleppo,Ehteimlat
camp_834,Aleppo,Odaya
camp_835,Aleppo,Harjalah
camp_836,Aleppo,Kafra
camp_837,Aleppo,Masudiyeh
camp_838,Aleppo,Jubb Al-Asi
camp_839,Aleppo,Teltana
camp_840,Aleppo,Yaqoubyah
camp_841,Aleppo,Tal Elhajar - Tal Elahamar
camp_842,Aleppo,Tal Aghbar - Tal Elagher
camp_843,Aleppo,Lilawa
camp_844,Aleppo,Jeb Eldam Jrables
camp_845,Aleppo,Forsan - Sabahiler
camp_846,Aleppo,Al Tafiliyah
camp_847,Aleppo,Hajar Elabyad
camp_848,Aleppo,Sweida - Qorret Tashli
camp_849,Aleppo,Az Zahrah
camp_850,Aleppo,Qadi Jrables
camp_851,Aleppo,Big Nabgha
camp_852,Aleppo,Buslijah
camp_853,Aleppo,Bilis
camp_854,Aleppo,Shahid
camp_855,Aleppo,Qubbet Elturkman
camp_856,Aleppo,Little Arab Hasan
camp_857,Aleppo,Sheib
camp_858,Aleppo,Hmeireh - Ashkaji
camp_859,Aleppo,Thaheriya Jrables
camp_860,Aleppo,Arab Azzah
camp_861,Aleppo,Big Mortafaa
camp_862,Aleppo,Kuliyeh
camp_863,Aleppo,Qahirat Al-Ghandoura
camp_864,Aleppo,Raghibiyah
camp_865,Aleppo,Halawanji
camp_866,Aleppo,Big Qantara
camp_867,Aleppo,Tal Ali - Karbajli
camp_868,Aleppo,Bait Hussain
camp_869,Aleppo,Sabuniyeh
camp_870,Aleppo,Um Sosa
camp_871,Aleppo,Hfeira
camp_872,Aleppo,Mazraat Haydar Pasha
camp_873,Aleppo,Sheineh
camp_874,Aleppo,Little Majra
camp_875,Aleppo,Lower Bir
camp_876,Aleppo,Ghanameh
camp_877,Aleppo,Ghassaniyeh - Jrables
camp_878,Idleb,Northern Ora
camp_879,Idleb,Al Janoubi
camp_880,Idleb,Al Gharbi
camp_881,Idleb,Bennsh
camp_882,Idleb,Tab Issa - Eastern And Western
camp_883,Idleb,City Centre
camp_884,Idleb,Sijer - Bqesemtoh
camp_885,Idleb,Sarmin
camp_886,Idleb,Kafr - Kafrehmul
camp_887,Idleb,Kherbet Habasho
camp_888,Idleb,Ariba
camp_889,Idleb,Aqrabat
camp_890,Idleb,Armanaz
camp_891,Idleb,Kafr Hum
camp_892,Idleb,Kafr Mu
camp_893,Idleb,Al Kufir
camp_894,Idleb,Burj Elnumra
camp_895,Idleb,Tal Elkaramej
camp_896,Idleb,Bab El Hawa
camp_897,Aleppo,Arhab
camp_898,Idleb,Babisqa
camp_899,Idleb,Dana
camp_900,Idleb,Torlaha
camp_901,Idleb,Besnaya - Bseineh
camp_902,Idleb,Kafr Kafaldin
camp_903,Idleb,Termanin
camp_904,Idleb,Deir Hassan - Darhashan
camp_905,Idleb,Hezreh - Hezri
camp_906,Idleb,Aqrabat
camp_907,Idleb,Kafr Deryan
camp_908,Aleppo,Daret Azza
camp_909,Idleb,Sarjableh
camp_910,Idleb,Qah
camp_911,Idleb,Kafr Losin
camp_912,Idleb,Atma
camp_913,Idleb,Sarmada
camp_914,Idleb,Tilaada
camp_915,Idleb,Al Sharqui
camp_916,Idleb,Kelly
camp_917,Idleb,Batenta
camp_918,Idleb,Bir Al Tayeb
camp_919,Idleb,Kafraya
camp_920,Idleb,Kshimat
camp_921,Idleb,Finduk farm
camp_922,Idleb,Maaret Elekhwan
camp_923,Idleb,Kafr Nabi
camp_924,Idleb,Kafr Aruq
camp_925,Idleb,Banabel
camp_926,Idleb,Ariha
camp_927,Idleb,Qourqeena
camp_928,Idleb,Ablin
camp_929,Idleb,Bshmaron
camp_930,Idleb,Rami
camp_931,Idleb,Mastumeh
camp_932,Idleb,Jisr-Ash-Shugur
camp_933,Idleb,Qminas
camp_934,Idleb,Ma'arrat Tamasrin
camp_935,Idleb,Anb
camp_936,Idleb,Toum
camp_937,Idleb,Deir Al-Zaghab
camp_938,Idleb,Tall Kherbeh
camp_939,Idleb,Foah
camp_940,Idleb,Baliya
camp_941,Idleb,Ketyan
camp_942,Idleb,Shallakh
camp_943,Idleb,Arshin
camp_944,Idleb,Bruma
camp_945,Idleb,Ram Hamdan
camp_946,Idleb,Beeret Kaftin
camp_947,Idleb,Haranbush
camp_948,Idleb,Hazano
camp_949,Idleb,Murin
camp_950,Idleb,Zardana Mashehad
camp_951,Idleb,As-Sanmah
camp_952,Idleb,Teftnaz
camp_953,Idleb,Taltuneh
camp_954,Idleb,Al Shamali
camp_955,Idleb,Qaysiyeh
camp_956,Idleb,Ghassaniyeh
camp_957,Idleb,Watba
camp_958,Idleb,Bzeit
camp_959,Idleb,Qirmida
camp_960,Idleb,Al Areen - Kastanah Fawqan
camp_961,Idleb,Eyn Albarda
camp_962,Idleb,Sokkariyeh
camp_963,Idleb,Kniset Nakhleh
camp_964,Idleb,Ziyadiyeh
camp_965,Idleb,Tal Hamki
camp_966,Idleb,Dgali
camp_967,Idleb,Joseph
camp_968,Idleb,Hseiniyeh
camp_969,Idleb,Bteibat
camp_970,Idleb,Jeb Alsafa
camp_971,Idleb,Mashta Al Atek
camp_972,Idleb,Bsheiriyeh - Bello
camp_973,Idleb,Qatrun farm
camp_974,Idleb,Balmis
camp_975,Idleb,Sali
camp_976,Idleb,Bkafla
camp_977,Idleb,Upper Shghur
camp_978,Idleb,Um Rish
camp_979,Idleb,Ein Elsoda
camp_980,Idleb,Bekdash farm
camp_981,Idleb,Badama
camp_982,Idleb,Jannet Elqora
camp_983,Idleb,Muntar Tahtani
camp_984,Idleb,Marj Elzohur
camp_985,Idleb,Eastern Marj Akhdar
camp_986,Idleb,Eshtabraq
camp_987,Idleb,Sabileh
camp_988,Idleb,Burdaqly
camp_989,Idleb,Mashhad Ruhin
camp_990,Idleb,Dweila
camp_991,Idleb,Aljib
camp_992,Idleb,Abu Talha
camp_993,Idleb,Msheirfeh
camp_994,Idleb,Hamra
camp_995,Idleb,Al Omairieh
camp_996,Idleb,Azmarin
camp_997,Idleb,Al Hardana
camp_998,Idleb,Eskat
camp_999,Idleb,Kafr Hind
camp_1000,Idleb,Harim
camp_1001,Idleb,Ein Elbikara
camp_1002,Idleb,Kafarna
camp_1003,Idleb,Al Ashrafieh/ Al Mdlusa
camp_1004,Idleb,Al Refatia
camp_1005,Idleb,Sayed Khalil
camp_1006,Idleb,Salqin
camp_1007,Idleb,Maghara
camp_1008,Idleb,Betiya
camp_1009,Idleb,Saidiyeh
camp_1010,Idleb,Little Hir Jamus
camp_1011,Idleb,Bozanti
camp_1012,Idleb,Jakara
camp_1013,Idleb,Jeser Maksour
camp_1014,Idleb,Shyukh
camp_1015,Idleb,Qamishli
camp_1016,Idleb,Tlul
camp_1017,Idleb,Foziyeh
camp_1018,Idleb,Hamziyeh
camp_1019,Idleb,Kafrahlat Jallad
camp_1020,Idleb,Delbiya
camp_1021,Idleb,Big Hir Jamus
camp_1022,Idleb,Set Aateka
camp_1023,Idleb,Faroukiyeh
camp_1024,Idleb,Tellemar
camp_1025,Idleb,Allani
camp_1026,Idleb,Helleh
camp_1027,Idleb,Selwa
camp_1028,Idleb,Kuku - Ein Eljaj
camp_1029,Idleb,Kafr Mars
camp_1030,Idleb,Taltita
camp_1031,Idleb,Kafr Kila
camp_1032,Idleb,Abarita
camp_1033,Idleb,Bshendlaya - Rashadiya
camp_1034,Idleb,Boz Ghaz
camp_1035,Idleb,Ma'arat Manaya
camp_1036,Idleb,Dier Seeta
camp_1037,Idleb,Rabeeta
camp_1038,Idleb,Khirbet al Kahtib
camp_1039,Idleb,Qalb Lozeh
camp_1040,Idleb,Sardin
camp_1041,Idleb,Radwa
camp_1042,Idleb,Htan
camp_1043,Idleb,Ras Elhisn
camp_1044,Idleb,Barisha
camp_1045,Idleb,Koknaya
camp_1046,Idleb,Meraf Elshalaf
camp_1047,Idleb,al-Baali'ah
camp_1048,Idleb,Bayates
camp_1049,Idleb,Biret Armanaz
camp_1050,Idleb,Al Jouania farm
camp_1051,Idleb,Milis
camp_1052,Idleb,Quneitra
camp_1053,Idleb,Hafasraja
camp_1054,Idleb,Al Gharraf
camp_1055,Idleb,Kuwaro - Um Elriyah
camp_1056,Idleb,Sheikh Yousef
camp_1057,Idleb,Ghafar
camp_1058,Idleb,Kabta
camp_1059,Idleb,Jadeen
camp_1060,Idleb,Western Marj Akhdar
camp_1061,Idleb,Kherbet Eljoz
camp_1062,Idleb,Janudiyeh
camp_1063,Idleb,Baksariya
camp_1064,Idleb,Armala
camp_1065,Idleb,Ez Eldin farm
camp_1066,Idleb,Kafir
camp_1067,Idleb,Mozra
camp_1068,Idleb,Bara
camp_1069,Idleb,Maghara
camp_1070,Idleb,Maalali
camp_1071,Idleb,Balyun
camp_1072,Idleb,Marata
camp_1073,Idleb,Hila Dam
camp_1074,Idleb,Msheirfeh
camp_1075,Idleb,Bazabur
camp_1076,Idleb,Ehsem
camp_1077,Idleb,Maarzaf
camp_1078,Idleb,Marayan
camp_1079,Idleb,Ma'ar Tab'i
camp_1080,Idleb,Kafraziba
camp_1081,Idleb,Nahleh
camp_1082,Idleb,Al Iraqiyah
camp_1083,Idleb,Mseibin
camp_1084,Idleb,Al-Qiyasat
camp_1085,Idleb,Kafr Najd
camp_1086,Idleb,Balshun
camp_1087,Idleb,Jabal Bazah
camp_1088,Idleb,Al-Assadiyah
camp_1089,Idleb,Bsames
camp_1090,Idleb,Kafrlata
camp_1091,Idleb,Al Mokbelah
camp_1092,Idleb,Farkya
camp_1093,Idleb,Kafr Shalaya
camp_1094,Idleb,Shinan
camp_1095,Idleb,Korin
camp_1096,Idleb,Kafr Haya
camp_1097,Idleb,Nahliya
camp_1098,Idleb,Arnaba
camp_1099,Idleb,Sarja
camp_1100,Idleb,Ebneh
camp_1101,Idleb,Orm Eljoz
camp_1102,Idleb,Bab Ellah
camp_1103,Idleb,Berjhab
camp_1104,Idleb,Ein El-Bayda
camp_1105,Idleb,Al Shakhib
camp_1106,Idleb,Shaturiyeh
camp_1107,Idleb,Zoainieh
camp_1108,Idleb,Hanbushiyeh
camp_1109,Idleb,Matleh - Batlaya
camp_1110,Idleb,Mreimin
camp_1111,Idleb,Sheikh Issa Elashury
camp_1112,Idleb,Mazuleh
camp_1113,Idleb,Jamiliya
camp_1114,Idleb,Fasouq
camp_1115,Idleb,Magharet Jamous
camp_1116,Idleb,Turin
camp_1117,Idleb,Al Eamudia
camp_1118,Idleb,Haj Nayef 
camp_1119,Idleb,Al-Hafriya
camp_1120,Idleb,Dorriyeh
camp_1121,Idleb,Kharab Khalil
camp_1122,Idleb,Alfauri
camp_1123,Idleb,Zarzur
camp_1124,Idleb,Zahraa - Kherbet Amud
camp_1125,Idleb,Almilk
camp_1126,Idleb,Al Wastania
camp_1127,Idleb,Zanbaqi
camp_1128,Idleb,Ramadiyeh
camp_1129,Idleb,Amud
camp_1130,Idleb,Thahr
camp_1131,Idleb,Ghazala - Mgheidleh
camp_1132,Idleb,Andnaniyeh - Farjein
camp_1133,Idleb,Qanniyeh
camp_1134,Idleb,Darkosh
camp_1135,Idleb,Mudiah - Luxin
camp_1136,Idleb,Sawadiya - Nabhan
camp_1137,Idleb,Alshamra
camp_1138,Idleb,Kharab Zarqa
camp_1139,Idleb,Kharab Sultan
camp_1140,Idleb,Kharab Amer
camp_1141,Idleb,Ramliyeh
camp_1142,Idleb,Al Hamia
camp_1143,Idleb,Al Marjeh
camp_1144,Idleb,Hassaniyeh - Hatya
camp_1145,Idleb,Hamama - Kafr Debbin
camp_1146,Idleb,Qaderiyeh - Qayqun
camp_1147,Idleb,Jdidet Eljisr
camp_1148,Idleb,Yaqubiyeh
camp_1149,Idleb,Nasra
camp_1150,Idleb,Maland
camp_1151,Idleb,Athar
camp_1152,Idleb,Foz - Zuf
camp_1153,Idleb,Sadiyeh - Bsentiya
camp_1154,Idleb,Ainata
camp_1155,Idleb,Badriat Mhambal
camp_1156,Idleb,Jadraya
camp_1157,Idleb,Northern Laj
camp_1158,Idleb,Kniseh
camp_1159,Idleb,Alyeh
camp_1160,Idleb,Hila
camp_1161,Idleb,Sahen
camp_1162,Idleb,Baydar Shamsu
camp_1163,Idleb,Sanghara
camp_1164,Idleb,Baqlid
camp_1165,Idleb,Mhambal
camp_1166,Idleb,Marj
camp_1167,Idleb,Qrsaya
camp_1168,Idleb,Kafrmid
camp_1169,Hama,Zayzun
camp_1170,Hama,Qastun
camp_1171,Idleb,Ein Elhamra
camp_1172,Idleb,Beftamun
camp_1173,Idleb,Bales
camp_1174,Idleb,Thaheriya
camp_1175,Idleb,Hlul
camp_1176,Idleb,Ora Qabli - Edwan
camp_1177,Idleb,Hmeimat
camp_1178,Idleb,Sararif
camp_1179,Idleb,Shagurit
camp_1180,Idleb,Bsanqul
camp_1181,Idleb,Abkally
camp_1182,Idleb,Maarbalit
camp_1183,Idleb,Kaftin
camp_1184,Aleppo,Tal Elhawa
camp_1185,Aleppo,Dabeq
camp_1186,Aleppo,Arshaf
camp_1187,Idleb,Kafr tanor
camp_1188,Aleppo,Hadabat
camp_1189,Aleppo,Shdar
camp_1190,Aleppo,Abin Samaan
camp_1191,Aleppo,Al Orobah
camp_1192,Aleppo,Um Shakif
camp_1193,Idleb,Kreiz
camp_1194,Idleb,Frikka al Abeed
camp_1195,Aleppo,Waqf
camp_1196,Aleppo,Shawa
camp_1197,Idleb,Kafr Jales
camp_1198,Aleppo,Qantaret Elbab
camp_1199,Idleb,Martein
camp_1200,Aleppo,Baruz
camp_1201,Idleb,Ein Shib
camp_1202,Aleppo,Khalilieyh
camp_1203,Aleppo,Haji Wali
camp_1204,Aleppo,Suran
camp_1205,Aleppo,Beit Misto
camp_1206,Aleppo,Awlad El Arab - Arab Oshagi
camp_1207,Aleppo,Jomrokiyeh
camp_1208,Aleppo,Hleisa
camp_1209,Aleppo,Khalilieyh
camp_1210,Aleppo,Tweiran
camp_1211,Aleppo,Karsanli
camp_1212,Aleppo,Tlilet Elbab
camp_1213,Aleppo,Thlaija Gharbi
camp_1214,Aleppo,Nahda
camp_1215,Aleppo,Halazon
camp_1216,Idleb,Motaram
camp_1217,Idleb,Boayba
camp_1218,Aleppo,Bleikha
camp_1219,Idleb,Matleh Ariha
camp_1220,Idleb,Arzaghan Fawqani
camp_1221,Idleb,Arshani
camp_1222,Aleppo,Akhtrein
camp_1223,Aleppo,Ameriyeh
camp_1224,Idleb,Habat
camp_1225,Aleppo,Batbu
camp_1226,Aleppo,Dweir Elhawa
camp_1227,Aleppo,Tal Eisheh
camp_1228,Idleb,Shekh Bahr
camp_1229,Aleppo,Barshaya
camp_1230,Idleb,Kafruhin
camp_1231,Aleppo,Atharia
camp_1232,Aleppo,Kantara Ma'abatli
camp_1233,Idleb,Khreibat
camp_1234,Idleb,Falyun
camp_1235,Aleppo,Smal
camp_1236,Idleb,Deir Sunbul
camp_1237,Aleppo,Sheikh Aqraa - Kilo
camp_1238,Aleppo,Jbine
camp_1239,Aleppo,Ghandorah
camp_1240,Idleb,Bayt Sulum
camp_1241,Aleppo,Ayyasha
camp_1242,Aleppo,Western Khaltan
camp_1243,Idleb,Bhora
camp_1244,Aleppo,Kafrantin
camp_1245,Aleppo,Balenta
camp_1246,Aleppo,Hardana
camp_1247,Hama,Al-Hamidiah
camp_1248,Aleppo,Hassani
camp_1249,Aleppo,Matmana
camp_1250,Aleppo,Haji Kusa
camp_1251,Aleppo,Big Sukariyeh
camp_1252,Aleppo,Ayubiyeh (Ar-Ra'ee)
camp_1253,Aleppo,Azaz
camp_1254,Aleppo,Qaar Kalbein
camp_1255,Idleb,Kafr Takharim
camp_1256,Hama,Al Zaqoum
camp_1257,Aleppo,Maasara - Maasaret Jaq
camp_1258,Aleppo,Ar-Ra'ee
camp_1259,Aleppo,Surra - Kobak
camp_1260,Aleppo,Bab Laymun
camp_1261,Aleppo,Tal Sfir
camp_1262,Aleppo,Upper Mawa - Upper Khanik
camp_1263,Aleppo,Darfatli
camp_1264,Aleppo,Raqas al Fawqani
camp_1265,Aleppo,Lower Tarmak - Lower Tarmak Sheikhan
camp_1266,Aleppo,Kayfun
camp_1267,Aleppo,Saq
camp_1268,Aleppo,Hurik
camp_1269,Aleppo,Hamdun
camp_1270,Aleppo,Kajar Tahtani
camp_1271,Aleppo,Upper Fajer
camp_1272,Aleppo,Kherbet Elrus
camp_1273,Aleppo,Halula
camp_1274,Aleppo,Southern Tal Arish
camp_1275,Aleppo,Um Jern Manbaj
camp_1276,Aleppo,Jeb Hamza
camp_1277,Aleppo,Himar Labda
camp_1278,Aleppo,Khofiyet Abu Qalqal
camp_1279,Aleppo,Jeb Eltawil
camp_1280,Aleppo,Mahshiet Eltawahin
camp_1281,Aleppo,Shjif Dahabiyeh
camp_1282,Aleppo,Khan Mamid - Khan Mohammed
camp_1283,Aleppo,Tahtik Tahtani
camp_1284,Aleppo,Jalabiyeh
camp_1285,Aleppo,Ghassaniyeh - Qorret Halanj
camp_1286,Aleppo,Firazdaq - Arsalan Tash
camp_1287,Aleppo,Jil Jilak
camp_1288,Aleppo,Girmoz
camp_1289,Aleppo,Upper Tal Hajar
camp_1290,Aleppo,Sharan
camp_1291,Aleppo,Bir Omar
camp_1292,Aleppo,Shoruq - Holaqi
camp_1293,Aleppo,Qerat Mazraa
camp_1294,Aleppo,Nabaa - Korbinar
camp_1295,Aleppo,Jumharran
camp_1296,Aleppo,Tal Hajib
camp_1297,Aleppo,Lower Tal Elhajar - Tashluk
camp_1298,Aleppo,Karb Karbalak
camp_1299,Aleppo,Qantarra - Qantaret Kikan
camp_1300,Aleppo,Ain Al Arab
camp_1301,Aleppo,Bir Geni
camp_1302,Aleppo,Khodan
camp_1303,Aleppo,Ibrahimiya - Upper Koktaba
camp_1304,Aleppo,Mil
camp_1305,Aleppo,Sheikh Ghali
camp_1306,Aleppo,Kharab Elasheq - Kharab Ishq
camp_1307,Aleppo,Mattin
camp_1308,Aleppo,Munif
camp_1309,Aleppo,Safriyeh
camp_1310,Aleppo,Eastern Shallal - Eastern Jokhar
camp_1311,Aleppo,Barakeh - Dweirek
camp_1312,Ar-Raqqa,Maghar
camp_1313,Aleppo,Jeb Elkajli
camp_1314,Aleppo,Tutanik
camp_1315,Aleppo,Kherbet Elsawda Manbaj
camp_1316,Aleppo,Jdidet Faras
camp_1317,Aleppo,Abu Qalqal
camp_1318,Aleppo,Jeb Elbashama
camp_1319,Aleppo,Noaimeh
camp_1320,Aleppo,Kherbet Elashra
camp_1321,Aleppo,Jeifiyet Elmashi
camp_1322,Aleppo,Big Sandaliyeh
camp_1323,Aleppo,Big Ghorra
camp_1324,Aleppo,Hizeh
camp_1325,Aleppo,Nmuqbilet Hassan Agha
camp_1326,Al-Hasakeh,Umm al Quasir
camp_1327,Al-Hasakeh,tall al Khider
camp_1328,Al-Hasakeh,Al Dawudiyah
camp_1329,Al-Hasakeh,Tawk Al-Milh
camp_1330,Al-Hasakeh,Fakka
camp_1331,Al-Hasakeh,Al Dhiyabah
camp_1332,Al-Hasakeh,16 Tashreen
camp_1333,Al-Hasakeh,Mahd Elrijleh
camp_1334,Al-Hasakeh,Al Wasati
camp_1335,Al-Hasakeh,Al Takadom
camp_1336,Al-Hasakeh,Industrial
camp_1337,Al-Hasakeh,Al Msaken
camp_1338,Al-Hasakeh,Tweineh
camp_1339,Al-Hasakeh,Al Zouhour
camp_1340,Al-Hasakeh,Western Jermez
camp_1341,Al-Hasakeh,Al Rusafa
camp_1342,Al-Hasakeh,Tall Sakhr
camp_1343,Al-Hasakeh,Al Askari
camp_1344,Al-Hasakeh,Al wardiyah
camp_1345,Al-Hasakeh,Safya
camp_1346,Al-Hasakeh,Um Qasir Almjarjaa
camp_1347,Al-Hasakeh,Zein Elmabraj
